PMID,Genes,Mutations,Diseases,Chemicals,Species,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
38348017,,,,,,"Geomicrobiological characterization of the evaporitic ecosystem in the hypersaline lake Laguna Verde (Andean Puna, Northwestern Argentina)","Saona LA, Villafañe PG, Carrizo D, Cónsole Gonella C, Néspolo RF, Farías ME.",Ecol Evol. 2024 Feb 12;14(2):e10931. doi: 10.1002/ece3.10931. eCollection 2024 Feb.,Saona LA,Ecol Evol,2024,2024/02/13,PMC10859677,,10.1002/ece3.10931
12072958,alkaline phosphatase>13916924 ; AP>13916924,No Data,No Data,NH(2)>-,Thermus thermophilus>274;T. thermophilus HB8>300852;shuttle vector>45197;HB8>274,The periplasmic space in Thermus thermophilus: evidence from a regulation-defective S-layer mutant overexpressing an alkaline phosphatase,"Castán P, Zafra O, Moreno R, de Pedro MA, Vallés C, Cava F, Caro E, Schwarz H, Berenguer J.",Extremophiles. 2002 Jun;6(3):225-32. doi: 10.1007/s00792-001-0246-3. Epub 2002 Feb 27.,Castán P,Extremophiles,2002,2002/06/20,,,10.1007/s00792-001-0246-3
17027868,No Data,No Data,No Data,putrid mineral cutting oil>-;water>MESH:D014867;mineral cutting oil>-;SDS>MESH:D012967;triacylglycerols>MESH:D014280;medium-chain fatty acids>-;Zn>MESH:D015032;Hg>MESH:D008628;Cu>MESH:D003300;Mg>MESH:D008274;sodiumdeoxycholate>MESH:D003840;metal>MESH:D008670,Pseudomonas aeruginosa>287;P. aeruginosa>287,Purification and characterization of an alkaline lipase from Pseudomonas aeruginosa isolated from putrid mineral cutting oil as component of metalworking fluid,"Karadzic I, Masui A, Zivkovic LI, Fujiwara N.",J Biosci Bioeng. 2006 Aug;102(2):82-9. doi: 10.1263/jbb.102.82.,Karadzic I,J Biosci Bioeng,2006,2006/10/10,,,10.1263/jbb.102.82
30863668,No Data,No Data,extremophile actinomycetes>MESH:D000193,salt>MESH:D012492,Staphylococcus aureus>1280;Escherichia coli>562;Aspergillus niger>5061,Discovery of Actinomycetes from Extreme Environments with Potential to Produce Novel Antibiotics,"Trenozhnikova L, Azizan A.",Cent Asian J Glob Health. 2018 Dec 14;7(1):337. doi: 10.5195/cajgh.2018.337. eCollection 2018.,Trenozhnikova L,Cent Asian J Glob Health,2018,2019/03/14,PMC6393050,,10.5195/cajgh.2018.337
33933779,No Data,No Data,No Data,water>MESH:D014867;arsenic>MESH:D001151;Water>MESH:D014867;oxygen>MESH:D010100;sulfate>MESH:D013431;fluoride>MESH:D005459,Paracyclops chiltoni>2586190,"Paracyclops chiltoni inhabiting water highly contaminated with arsenic: Water chemistry, population structure, and arsenic distribution within the organism","Mendoza-Chávez YJ, Uc-Castillo JL, Cervantes-Martínez A, Gutiérrez-Aguirre MA, Castillo-Michel H, Loredo-Portales R, SenGupta B, Martínez-Villegas N.",Environ Pollut. 2021 Sep 1;284:117155. doi: 10.1016/j.envpol.2021.117155. Epub 2021 Apr 15.,Mendoza-Chávez YJ,Environ Pollut,2021,2021/05/02,,,10.1016/j.envpol.2021.117155
34310933,No Data,No Data,No Data,halochloris>-;hydrogen>MESH:D006859;hypersaline>-,phototrophic bacterium>52958;Halorhodospira halochloris>1052;phototrophic>52958;purple bacteria>1224,"Electrostatic charge controls the lowest LH1 Q(y) transition energy in the triply extremophilic purple phototrophic bacterium, Halorhodospira halochloris","Kimura Y, Nojima S, Nakata K, Yamashita T, Wang XP, Takenaka S, Akimoto S, Kobayashi M, Madigan MT, Wang-Otomo ZY, Yu LJ.",Biochim Biophys Acta Bioenerg. 2021 Nov 1;1862(11):148473. doi: 10.1016/j.bbabio.2021.148473. Epub 2021 Jul 24.,Kimura Y,Biochim Biophys Acta Bioenerg,2021,2021/07/26,,,10.1016/j.bbabio.2021.148473
37427410,No Data,No Data,extremophile viviparous nematode>MESH:D009349 ; Tokorhabditis tufae>No Data,arsenic>MESH:D001151,lima bean>3884,"The developmental and structural uniqueness of the embryo of the extremophile viviparous nematode, Tokorhabditis tufae","Yamashita T, Ekino T, Kanzaki N, Shinya R.",Front Physiol. 2023 Jun 22;14:1197477. doi: 10.3389/fphys.2023.1197477. eCollection 2023.,Yamashita T,Front Physiol,2023,2023/07/10,PMC10325857,,10.3389/fphys.2023.1197477
35587636,No Data,No Data,No Data,saline>MESH:D012965;carbohydrate>MESH:D002241;NaCl>MESH:D012965,Populus euphratica>75702;P. euphratica>75702;Euphrates poplar>75702;people>9606;Bacillus>1925021;Bacillus haynesii>1925021,Comparative Analysis of the Endophytic Bacterial Diversity of Populus euphratica Oliv. in Environments of Different Salinity Intensities,"Yue H, Zhao L, Yang D, Zhang M, Wu J, Zhao Z, Xing X, Zhang L, Qin Y, Guo F, Yang J, Aili T.",Microbiol Spectr. 2022 Jun 29;10(3):e0050022. doi: 10.1128/spectrum.00500-22. Epub 2022 May 19.,Yue H,Microbiol Spectr,2022,2022/05/19,PMC9241684,,10.1128/spectrum.00500-22
27871132,No Data,No Data,turnover of dead organic matter>MESH:D001926 ; conidial swelling>MESH:D004487,water>MESH:D014867;Water>MESH:D014867;sugar>MESH:D000073893,Aspergillus penicillioides>41959;human>9606;Xeromyces bisporus>89491;A. penicillioides>41959,Aspergillus penicillioides differentiation and cell division at 0.585 water activity,"Stevenson A, Hamill PG, O'Kane CJ, Kminek G, Rummel JD, Voytek MA, Dijksterhuis J, Hallsworth JE.",Environ Microbiol. 2017 Feb;19(2):687-697. doi: 10.1111/1462-2920.13597. Epub 2017 Jan 30.,Stevenson A,Environ Microbiol,2017,2016/11/22,,,10.1111/1462-2920.13597
35052375,No Data,No Data,stress>MESH:D000079225 ; abiotic stresses>MESH:D000079225,sodium>MESH:D012964;hydrogen>MESH:D006859;potassium>MESH:D011188;lithium>MESH:D008094;salt>MESH:D012492,Canavalia rosea>3825;C. rosea>3825;yeast>4932,"Genome-Wide Identification, Primary Functional Characterization of the NHX Gene Family in Canavalia rosea, and Their Possible Roles for Adaptation to Tropical Coral Reefs","Pu L, Lin R, Zou T, Wang Z, Zhang M, Jian S.",Genes (Basel). 2021 Dec 23;13(1):33. doi: 10.3390/genes13010033.,Pu L,Genes (Basel),2021,2022/01/21,PMC8774410,,10.3390/genes13010033
25836039,No Data,No Data,No Data,liquids>-;salts>MESH:D012492;C10MIMCl>-;inorganic>-;Na2CO3>-;(NH4)2SO4>-,Thermus thermophilus HB27>262724,Ionic liquids for the concomitant use in extremophiles lysis and extremozymes extraction,"Gutiérrez-Arnillas E, Deive FJ, Sanromán MA, Rodríguez A.",Bioresour Technol. 2015 Jun;186:303-308. doi: 10.1016/j.biortech.2015.03.075. Epub 2015 Mar 20.,Gutiérrez-Arnillas E,Bioresour Technol,2015,2015/04/04,,,10.1016/j.biortech.2015.03.075
29476252,No Data,No Data,No Data,Fe2+>-,No Data,Unexpected fungal communities in the Rehai thermal springs of Tengchong influenced by abiotic factors,"Liu KH, Ding XW, Salam N, Zhang B, Tang XF, Deng B, Li WJ.",Extremophiles. 2018 May;22(3):525-535. doi: 10.1007/s00792-018-1014-y. Epub 2018 Feb 23.,Liu KH,Extremophiles,2018,2018/02/25,,,10.1007/s00792-018-1014-y
34681129,No Data,No Data,Stress-Tolerant Bacillus halotolerans Strain>MESH:D000079225,surfactin>-;fengycin>MESH:C049972,Bacillus halotolerans>260554;Bacillus>260554,Genomic Features and Molecular Function of a Novel Stress-Tolerant Bacillus halotolerans Strain Isolated from an Extreme Environment,"Wu X, Wu H, Wang R, Wang Z, Zhang Y, Gu Q, Farzand A, Yang X, Semenov M, Borriss R, Xie Y, Gao X.",Biology (Basel). 2021 Oct 12;10(10):1030. doi: 10.3390/biology10101030.,Wu X,Biology (Basel),2021,2021/10/23,PMC8533444,,10.3390/biology10101030
37481751,No Data,No Data,No Data,nitrogen>MESH:D009584;acetate>MESH:D000085;glyoxylate>MESH:D006038;sulfide>MESH:D013440;thiosulfate>MESH:D013885,Rhodobaca bogoriensis>119542;purple sulfur bacteria>1046;Rhodobaca bogoriensis stra>1188254;LBB1>1188254;purple bacteria>1224;purple nonsulfur bacteria>41295,Genomic basis for the unique phenotype of the alkaliphilic purple nonsulfur bacterium Rhodobaca bogoriensis,"Madigan MT, Bender KS, Sanguedolce SA, Parenteau MN, Mayer MH, Kimura Y, Wang-Otomo ZY, Sattley WM.",Extremophiles. 2023 Jul 23;27(2):19. doi: 10.1007/s00792-023-01304-4.,Madigan MT,Extremophiles,2023,2023/07/23,,,10.1007/s00792-023-01304-4
31592688,No Data,No Data,No Data,sulfur>MESH:D013455;hydrogen>MESH:D006859;methane>MESH:D008697;nitrogen>MESH:D009584;oxygen>MESH:D010100,metagenomes>408169;Metagenomes>408169,"The Intersection of Geology, Geochemistry, and Microbiology in Continental Hydrothermal Systems","Colman DR, Lindsay MR, Amenabar MJ, Boyd ES.",Astrobiology. 2019 Dec;19(12):1505-1522. doi: 10.1089/ast.2018.2016. Epub 2019 Oct 8.,Colman DR,Astrobiology,2019,2019/10/09,,,10.1089/ast.2018.2016
29779132,No Data,No Data,No Data,No Data,Turkey>9103;algae>569578;human>9606;Galdieria phlegrea>1389228;G. sulphuraria>130081;G. daedala>178532;G. maxima>178533,Cryptic dispersal of Cyanidiophytina (Rhodophyta) in non-acidic environments from Turkey,"Iovinella M, Eren A, Pinto G, Pollio A, Davis SJ, Cennamo P, Ciniglia C.",Extremophiles. 2018 Sep;22(5):713-723. doi: 10.1007/s00792-018-1031-x. Epub 2018 May 19.,Iovinella M,Extremophiles,2018,2018/05/21,,,10.1007/s00792-018-1031-x
28087527,No Data,No Data,Stress>MESH:D000079225,calcium>MESH:D002118;mannose>MESH:D008358;carbohydrate>MESH:D002241;Ca2+>MESH:D000069285,No Data,Floc Formation Reduces the pH Stress Experienced by Microorganisms Living in Alkaline Environments,"Charles CJ, Rout SP, Patel KA, Akbar S, Laws AP, Jackson BR, Boxall SA, Humphreys PN.",Appl Environ Microbiol. 2017 Mar 2;83(6):e02985-16. doi: 10.1128/AEM.02985-16. Print 2017 Mar 15.,Charles CJ,Appl Environ Microbiol,2017,2017/01/15,PMC5335526,,10.1128/AEM.02985-16
31722266,No Data,No Data,abiotic stress>MESH:D000079225,carbon>MESH:D002244;water>MESH:D014867,Brassica oleracea var>3712,Discerning the mechanism of the multiwalled carbon nanotubes effect on root cell water and nutrient transport,"Martinez-Ballesta MC, Chelbi N, Lopez-Zaplana A, Carvajal M.",Plant Physiol Biochem. 2020 Jan;146:23-30. doi: 10.1016/j.plaphy.2019.11.008. Epub 2019 Nov 6.,Martinez-Ballesta MC,Plant Physiol Biochem,2020,2019/11/14,,,10.1016/j.plaphy.2019.11.008
31338597,PEP>828706,No Data,No Data,glyphosate>MESH:C010974;AroAT>-,Thermotoga maritima>2336;Escherichia coli>562;Arabidopsis>3702;Thermotoga maritima MSB8>243274;Arabidopsis thaliana>3702,A thermostable 5-enolpyruvylshikimate-3-phosphate synthase from Thermotoga maritima enhances glyphosate tolerance in Escherichia coli and transgenic Arabidopsis,"Wang L, Peng R, Tian Y, Gao J, Wang B, Yao Q.",Extremophiles. 2019 Nov;23(6):659-667. doi: 10.1007/s00792-019-01118-3. Epub 2019 Jul 23.,Wang L,Extremophiles,2019,2019/07/25,,,10.1007/s00792-019-01118-3
33645540,No Data,No Data,No Data,Atacama>-;hydrogen peroxide>MESH:D006861;water>MESH:D014867;oxygen>MESH:D010100;methionine>MESH:D008715;heme>MESH:D006418,Acinetobacter sp. Ver3>466088;Acinetobacter sp>472,Structure and functional properties of the cold-adapted catalase from Acinetobacter sp. Ver3 native to the Atacama plateau in northern Argentina,"Sartorio MG, Cortez N, González JM.",Acta Crystallogr D Struct Biol. 2021 Mar 1;77(Pt 3):369-379. doi: 10.1107/S2059798321000929. Epub 2021 Feb 24.,Sartorio MG,Acta Crystallogr D Struct Biol,2021,2021/03/01,,,10.1107/S2059798321000929
32833498,No Data,No Data,Cold>MESH:D000067390 ; halophilic/psychrophilic bacteria>MESH:C537702,magnesium perchlorate>MESH:C016547;Mg(ClO4)2>-;Mg-perchlorate>-;salt>MESH:D012492;saline>MESH:D012965,Rhodococcus sp. JG3>1305835,Can Halophilic and Psychrophilic Microorganisms Modify the Freezing/Melting Curve of Cold Salty Solutions? Implications for Mars Habitability,"Garcia-Descalzo L, Gil-Lozano C, Muñoz-Iglesias V, Prieto-Ballesteros O, Azua-Bustos A, Fairén AG.",Astrobiology. 2020 Sep;20(9):1067-1075. doi: 10.1089/ast.2019.2094. Epub 2020 Aug 20.,Garcia-Descalzo L,Astrobiology,2020,2020/08/25,PMC7116095,EMS94525,10.1089/ast.2019.2094
32955600,No Data,No Data,No Data,athalassohaline>-;hypersaline>-;salt>MESH:D012492,No Data,Poorly known microbial taxa dominate the microbiome of hypersaline Sambhar Lake salterns in India,"Pal S, Biswas R, Misra A, Sar A, Banerjee S, Mukherjee P, Dam B.",Extremophiles. 2020 Nov;24(6):875-885. doi: 10.1007/s00792-020-01201-0. Epub 2020 Sep 21.,Pal S,Extremophiles,2020,2020/09/21,,,10.1007/s00792-020-01201-0
29292148,No Data,No Data,emulsification>No Data ; emulsify>No Data,exopolysaccharide>-;vitamin C>MESH:D001205;Vit C>MESH:D001205;EPS>MESH:C100219;Ca6>-;Water>MESH:D014867;EPS-Ca6>-;lipid>MESH:D008055;polymer>MESH:D011108,Lactobacillus sp>1591,"Physicochemical, techno-functional, and antioxidant properties of a novel bacterial exopolysaccharide in cooked beef sausage","Trabelsi I, Ktari N, Triki M, Bkhairia I, Ben Slima S, Sassi Aydi S, Aydi S, Abdeslam A, Ben Salah R.",Int J Biol Macromol. 2018 May;111:11-18. doi: 10.1016/j.ijbiomac.2017.12.127. Epub 2017 Dec 29.,Trabelsi I,Int J Biol Macromol,2018,2018/01/03,,,10.1016/j.ijbiomac.2017.12.127
36721347,No Data,No Data,infection>MESH:D007239,NaCl>MESH:D012965,Thermus parvatiensis>456163,AmiP from hyperthermophilic Thermus parvatiensis prophage is a thermoactive and ultrathermostable peptidoglycan lytic amidase,"Jasilionis A, Plotka M, Wang L, Dorawa S, Lange J, Watzlawick H, van den Bergh T, Vroling B, Altenbuchner J, Kaczorowska AK, Pohl E, Kaczorowski T, Nordberg Karlsson E, Freitag-Pohl S.",Protein Sci. 2023 Mar;32(3):e4585. doi: 10.1002/pro.4585.,Jasilionis A,Protein Sci,2023,2023/02/01,PMC9929850,,10.1002/pro.4585
37029326,No Data,No Data,No Data,anthracene>MESH:D000873;Polycyclic Aromatic Hydrocarbons>MESH:D011084;ethanol>MESH:D000431,Didymellaceae sp>1907517,"Endophytic, extremophilic and entomophilic fungi strains biodegrade anthracene showing potential for bioremediation","Bonatti E, Dos Santos A, Birolli WG, Rodrigues-Filho E.",World J Microbiol Biotechnol. 2023 Apr 8;39(6):152. doi: 10.1007/s11274-023-03590-8.,Bonatti E,World J Microbiol Biotechnol,2023,2023/04/07,,,10.1007/s11274-023-03590-8
33993356,No Data,No Data,No Data,sulfur>MESH:D013455;nitrogen>MESH:D009584;methane>MESH:D008697;carbon>MESH:D002244,No Data,"Prokaryotic diversity and biogeochemical characteristics of field living and laboratory cultured stromatolites from the hypersaline Laguna Interna, Salar de Atacama (Chile)","Osman JR, Viedma P, Mendoza J, Fernandes G, DuBow MS, Cotoras D.",Extremophiles. 2021 Jul;25(4):327-342. doi: 10.1007/s00792-021-01232-1. Epub 2021 May 16.,Osman JR,Extremophiles,2021,2021/05/16,,,10.1007/s00792-021-01232-1
29497843,No Data,No Data,No Data,Ser224>-;Lys249>-;Gln253>-;serine>MESH:D012694;Calcium>MESH:D002118;SDS>MESH:D012967,Planococcus sp. CGMCC 8088>1704238;marine bacterium>56765;Planococcus sp>1871321;Bacillus subtilis str. 168>224308,Identification and characterization of a novel cold-tolerant extracellular protease from Planococcus sp. CGMCC 8088,"Chen K, Mo Q, Liu H, Yuan F, Chai H, Lu F, Zhang H.",Extremophiles. 2018 May;22(3):473-484. doi: 10.1007/s00792-018-1010-2. Epub 2018 Mar 1.,Chen K,Extremophiles,2018,2018/03/03,,,10.1007/s00792-018-1010-2
32418069,No Data,No Data,No Data,(S)-amine>MESH:D000588;(S)-( +)-1-phenylethylamine>MESH:C033198;aldehydes>MESH:D000447;alpha-diketones>-;Pcryo361>-;acetophenone>MESH:C038699;amines>MESH:D000588;aldehyde>MESH:D000447,Psychrobacter cryohalolentis>330922,Effects of pH and temperature on (S)-amine activity of transaminase from the cold-adapted bacterium Psychrobacter cryohalolentis,"Bezsudnova EY, Stekhanova TN, Ruzhitskiy AO, Popov VO.",Extremophiles. 2020 Jul;24(4):537-549. doi: 10.1007/s00792-020-01174-0. Epub 2020 May 16.,Bezsudnova EY,Extremophiles,2020,2020/05/18,,,10.1007/s00792-020-01174-0
32389811,No Data,No Data,No Data,ice>MESH:D007053,Antarctomyces pellizariae>1955577,"Whole-genome sequencing of the endemic Antarctic fungus Antarctomyces pellizariae reveals an ice-binding protein, a scarce set of secondary metabolites gene clusters and provides insights on Thelebolales phylogeny","Batista TM, Hilario HO, de Brito GAM, Moreira RG, Furtado C, de Menezes GCA, Rosa CA, Rosa LH, Franco GR.",Genomics. 2020 Sep;112(5):2915-2921. doi: 10.1016/j.ygeno.2020.05.004. Epub 2020 May 7.,Batista TM,Genomics,2020,2020/05/12,,,10.1016/j.ygeno.2020.05.004
31481201,No Data,No Data,No Data,water>MESH:D014867;salt>MESH:D012492;NaCl>MESH:D012965;propionic acid>MESH:C029658,Eutrema salsugineum>72664;E. salsugineum>72664,Aquaporins and their function in root water transport under salt stress conditions in Eutrema salsugineum,"Qin S, Liu Y, Han Y, Xu G, Wan S, Cui F, Li G.",Plant Sci. 2019 Oct;287:110199. doi: 10.1016/j.plantsci.2019.110199. Epub 2019 Jul 24.,Qin S,Plant Sci,2019,2019/09/05,,,10.1016/j.plantsci.2019.110199
15999223,No Data,No Data,No Data,Glu27>-;Val486>-;carbohydrate>MESH:D002241;SDS>MESH:D012967,Bacillus sp. strain J>253629;Bacillus subtilis>1423;JAMB-750>253629;Cellvibrio japonicus>155077;Cellulomonas fimi>1708;Bacillus sp. strain>1418;AM-001>1418;Homo sapiens>9606,"Sequence of the gene for a high-alkaline mannanase from an alkaliphilic Bacillus sp. strain JAMB-750, its expression in Bacillus subtilis and characterization of the recombinant enzyme","Hatada Y, Takeda N, Hirasawa K, Ohta Y, Usami R, Yoshida Y, Grant WD, Ito S, Horikoshi K.",Extremophiles. 2005 Dec;9(6):497-500. doi: 10.1007/s00792-005-0460-5. Epub 2005 Jul 6.,Hatada Y,Extremophiles,2005,2005/07/07,,,10.1007/s00792-005-0460-5
35137293,No Data,No Data,No Data,carboxymethylcellulose>MESH:D002266;CMC>MESH:D002266;agar>MESH:D000362;isopropyl beta-d-1-thiogalactopyranoside>-;IPTG>-;Sodium dodecyl sulfate>MESH:D012967;polyacrylamide>MESH:C016679;SDS>MESH:D012967;ethylenediamine tetraacetic acid>MESH:D004492;EDTA>MESH:D004492;methanol>MESH:D000432;Zn>MESH:D015032;Fe>MESH:D007501;Cu>MESH:D003300,Cloning>31851;cloning vector (pUC19)>31851;Escherichia coli DH5alpha>668369;E. coli>562;Bacillus amyloliquefaciens>1390,"Cloning of cellulase gene using metagenomic approach of soils collected from Wadi El Natrun, an extremophilic desert valley in Egypt","Ali SM, Soliman NA, Abdal-Aziz SAA, Abdel-Fattah YR.",J Genet Eng Biotechnol. 2022 Feb 8;20(1):20. doi: 10.1186/s43141-022-00312-9.,Ali SM,J Genet Eng Biotechnol,2022,2022/02/09,PMC8825895,,10.1186/s43141-022-00312-9
35742848,No Data,No Data,Stresses>MESH:D000079225 ; shock>MESH:D012769 ; stress>MESH:D000079225 ; abiotic stresses>MESH:D000079225 ; osmotic stresses>MESH:D000079225 ; rosea to abiotic stresses>MESH:D000079225,salt>MESH:D012492,Canavalia rosea>3825;C. rosea>3825;yeast>4932,Comprehensive Analysis of the Hsp20 Gene Family in Canavalia rosea Indicates Its Roles in the Response to Multiple Abiotic Stresses and Adaptation to Tropical Coral Islands,"Zhang M, Jian S, Wang Z.",Int J Mol Sci. 2022 Jun 8;23(12):6405. doi: 10.3390/ijms23126405.,Zhang M,Int J Mol Sci,2022,2022/06/24,PMC9223760,,10.3390/ijms23126405
25293792,No Data,No Data,No Data,hydrocarbon>MESH:D006838;hypersaline>-;water>MESH:D014867;oil>MESH:D009821;n-hexadecane>MESH:C007932;phenanthrene>MESH:C031181;KCl>MESH:D011189;MgSO4>MESH:D008278;thiamin>MESH:D013831;pyridoxine>MESH:D011736;vitamin B12>MESH:D014805;biotin>MESH:D001710;riboflavin>MESH:D012256;folic acid>MESH:D005492,No Data,Biofilms constructed for the removal of hydrocarbon pollutants from hypersaline liquids,"Al-Mailem DM, Eliyas M, Khanafer M, Radwan SS.",Extremophiles. 2015 Jan;19(1):189-96. doi: 10.1007/s00792-014-0698-x. Epub 2014 Oct 8.,Al-Mailem DM,Extremophiles,2015,2014/10/09,,,10.1007/s00792-014-0698-x
37520367,No Data,No Data,fitness>MESH:D012640 ; chemolithoautotrophic iron reducer>MESH:C536418,Iron>MESH:D007501;sulfur>MESH:D013455;sulfidogen>No Data;thiosulfate>MESH:D013885;iron>MESH:D007501;Fe(II)>MESH:D007501;Fe(III)>MESH:D007501;tetrathionate>MESH:D013776;sulfite>MESH:D013447;iron(III)>MESH:D007501;Fe>MESH:D007501,Dethiobacter alkaliphilus>427926;D. alkaliphilus>427926;strain Z>83561,Iron or sulfur respiration-an adaptive choice determining the fitness of a natronophilic bacterium Dethiobacter alkaliphilus in geochemically contrasting environments,"Zavarzina DG, Merkel AY, Klyukina AA, Elizarov IM, Pikhtereva VA, Rusakov VS, Chistyakova NI, Ziganshin RH, Maslov AA, Gavrilov SN.",Front Microbiol. 2023 Jul 14;14:1108245. doi: 10.3389/fmicb.2023.1108245. eCollection 2023.,Zavarzina DG,Front Microbiol,2023,2023/07/31,PMC10376724,,10.3389/fmicb.2023.1108245
18097633,No Data,No Data,No Data,alkaline>-;saline>MESH:D012965;HCO3>MESH:D001639;CO3(2-)>-,Natronococcus sp>35747;Natronolimnobius sp>2071605;Natronobacterium sp>1973140;Natrinema sp>1917451;Natronomonas sp>2184060;Halovivax sp>1935978;Halalkalicoccus jeotgali>413810,Phylogenetic analysis of the archaeal community in an alkaline-saline soil of the former lake Texcoco (Mexico),"Valenzuela-Encinas C, Neria-González I, Alcántara-Hernández RJ, Enríquez-Aragón JA, Estrada-Alvarado I, Hernández-Rodríguez C, Dendooven L, Marsch R.",Extremophiles. 2008 Mar;12(2):247-54. doi: 10.1007/s00792-007-0121-y. Epub 2007 Dec 21.,Valenzuela-Encinas C,Extremophiles,2008,2007/12/22,,,10.1007/s00792-007-0121-y
