PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30796503","Genomics of Alkaliphiles","Lebre PH, Cowan DA.","Adv Biochem Eng Biotechnol. 2020;172:135-155. doi: 10.1007/10_2018_83.","Lebre PH","Adv Biochem Eng Biotechnol","2020","2019/02/24","","","10.1007/10_2018_83"
"11699647","Cloning and expression of an endocellulase gene from a novel streptomycete isolated from an East African soda lake","van Solingen P, Meijer D, van der Kleij WA, Barnett C, Bolle R, Power SD, Jones BE.","Extremophiles. 2001 Oct;5(5):333-41. doi: 10.1007/s007920100198.","van Solingen P","Extremophiles","2001","2001/11/09","","","10.1007/s007920100198"
"24455210","Modelling and Optimization Studies on a Novel Lipase Production by Staphylococcus arlettae through Submerged Fermentation","Chauhan M, Chauhan RS, Garlapati VK.","Enzyme Res. 2013;2013:353954. doi: 10.1155/2013/353954. Epub 2013 Dec 19.","Chauhan M","Enzyme Res","2013","2014/01/24","PMC3880713","","10.1155/2013/353954"
"16708165","Purification and characterization of Thermotoga maritima homoserine transsuccinylase indicates it is a transacetylase","Goudarzi M, Born TL.","Extremophiles. 2006 Oct;10(5):469-78. doi: 10.1007/s00792-006-0522-3. Epub 2006 May 18.","Goudarzi M","Extremophiles","2006","2006/05/19","","","10.1007/s00792-006-0522-3"
"20373120","Molecular cloning and expression analysis of a cytosolic Hsp70 gene from Antarctic ice algae Chlamydomonas sp. ICE-L","Liu S, Zhang P, Cong B, Liu C, Lin X, Shen J, Huang X.","Extremophiles. 2010 May;14(3):329-37. doi: 10.1007/s00792-010-0313-8. Epub 2010 Apr 7.","Liu S","Extremophiles","2010","2010/04/08","","","10.1007/s00792-010-0313-8"
"23609187","Planktonic bacterial community composition of an extremely shallow soda pond during a phytoplankton bloom revealed by cultivation and molecular cloning","Borsodi AK, Knáb M, Czeibert K, Márialigeti K, Vörös L, Somogyi B.","Extremophiles. 2013 Jul;17(4):575-84. doi: 10.1007/s00792-013-0540-x. Epub 2013 Apr 23.","Borsodi AK","Extremophiles","2013","2013/04/24","","","10.1007/s00792-013-0540-x"
"9783184","Dietzia natronolimnaios sp. nov., a new member of the genus Dietzia isolated from an east African soda lake","Duckworth AW, Grant S, Grant WD, Jones BE, Meijer D.","Extremophiles. 1998 Aug;2(3):359-66. doi: 10.1007/s007920050079.","Duckworth AW","Extremophiles","1998","1998/10/23","","","10.1007/s007920050079"
"17404715","Raman spectroscopy of natron: shedding light on ancient Egyptian mummification","Edwards HG, Currie KJ, Ali HR, Jorge Villar SE, David AR, Denton J.","Anal Bioanal Chem. 2007 Jun;388(3):683-9. doi: 10.1007/s00216-007-1249-4. Epub 2007 Apr 3.","Edwards HG","Anal Bioanal Chem","2007","2007/04/04","","","10.1007/s00216-007-1249-4"
"20890499","Structural characterization of the core region from the lipopolysaccharide of the haloalkaliphilic bacterium Halomonas alkaliantarctica strain CRSS","Pieretti G, Carillo S, Nicolaus B, Poli A, Lanzetta R, Parrilli M, Corsaro MM.","Org Biomol Chem. 2010 Dec 7;8(23):5404-10. doi: 10.1039/c0ob00516a. Epub 2010 Oct 4.","Pieretti G","Org Biomol Chem","2010","2010/10/05","","","10.1039/c0ob00516a"
"18335164","Metabolic activity of Siberian permafrost isolates, Psychrobacter arcticus and Exiguobacterium sibiricum, at low water activities","Ponder MA, Thomashow MF, Tiedje JM.","Extremophiles. 2008 Jul;12(4):481-90. doi: 10.1007/s00792-008-0151-0. Epub 2008 Mar 12.","Ponder MA","Extremophiles","2008","2008/03/13","","","10.1007/s00792-008-0151-0"
"12579380","Halomonas glaciei sp. nov. isolated from fast ice of Adelie Land, Antarctica","Reddy GS, Raghavan PU, Sarita NB, Prakash JS, Nagesh N, Delille D, Shivaji S.","Extremophiles. 2003 Feb;7(1):55-61. doi: 10.1007/s00792-002-0295-2. Epub 2002 Oct 10.","Reddy GS","Extremophiles","2003","2003/02/13","","","10.1007/s00792-002-0295-2"
"16491340","Metabolic versatility of haloalkaliphilic bacteria from soda lakes belonging to the Alkalispirillum-Alkalilimnicola group","Sorokin DY, Zhilina TN, Lysenko AM, Tourova TP, Spiridonova EM.","Extremophiles. 2006 Jun;10(3):213-20. doi: 10.1007/s00792-005-0487-7. Epub 2006 Feb 21.","Sorokin DY","Extremophiles","2006","2006/02/24","","","10.1007/s00792-005-0487-7"
"19218420","Ecophysiology of ""Halarsenatibacter silvermanii"" strain SLAS-1T, gen. nov., sp. nov., a facultative chemoautotrophic arsenate respirer from salt-saturated Searles Lake, California","Blum JS, Han S, Lanoil B, Saltikov C, Witte B, Tabita FR, Langley S, Beveridge TJ, Jahnke L, Oremland RS.","Appl Environ Microbiol. 2009 Apr;75(7):1950-60. doi: 10.1128/AEM.02614-08. Epub 2009 Feb 13.","Blum JS","Appl Environ Microbiol","2009","2009/02/17","PMC2663212","","10.1128/AEM.02614-08"
"38338439","Development of Biological Coating from Novel Halophilic Exopolysaccharide Exerting Shelf-Life-Prolonging and Biocontrol Actions for Post-Harvest Applications","Upadhyaya C, Patel H, Patel I, Ahir P, Upadhyaya T.","Molecules. 2024 Feb 2;29(3):695. doi: 10.3390/molecules29030695.","Upadhyaya C","Molecules","2024","2024/02/10","PMC10856335","","10.3390/molecules29030695"
"16133657","Characterization and gene cloning of a cold-active cellulase from a deep-sea psychrotrophic bacterium Pseudoalteromonas sp. DY3","Zeng R, Xiong P, Wen J.","Extremophiles. 2006 Feb;10(1):79-82. doi: 10.1007/s00792-005-0475-y. Epub 2005 Aug 24.","Zeng R","Extremophiles","2006","2005/09/01","","","10.1007/s00792-005-0475-y"
"27061088","High salinity helps the halophyte Sesuvium portulacastrum in defense against Cd toxicity by maintaining redox balance and photosynthesis","Wali M, Gunsè B, Llugany M, Corrales I, Abdelly C, Poschenrieder C, Ghnaya T.","Planta. 2016 Aug;244(2):333-46. doi: 10.1007/s00425-016-2515-5. Epub 2016 Apr 9.","Wali M","Planta","2016","2016/04/11","","","10.1007/s00425-016-2515-5"
"10879561","Low-temperature recovery strategies for the isolation of bacteria from ancient permafrost sediments","Vishnivetskaya T, Kathariou S, McGrath J, Gilichinsky D, Tiedje JM.","Extremophiles. 2000 Jun;4(3):165-73. doi: 10.1007/s007920070031.","Vishnivetskaya T","Extremophiles","2000","2000/07/06","","","10.1007/s007920070031"
"21461912","In vitro evaluation of antioxidant and radioprotective properties of a novel extremophile from mud volcano: implications for management of radiation emergencies","Dhaker AS, Marwah R, Damodar R, Gupta D, Gautam HK, Sultana S, Arora R.","Mol Cell Biochem. 2011 Jul;353(1-2):243-50. doi: 10.1007/s11010-011-0792-7. Epub 2011 Apr 3.","Dhaker AS","Mol Cell Biochem","2011","2011/04/05","","","10.1007/s11010-011-0792-7"
"28000023","Extreme dehydration observed in Antarctic Turgidosculum complicatulum and in Prasiola crispa","Bacior M, Nowak P, Harańczyk H, Patryas S, Kijak P, Ligęzowska A, Olech MA.","Extremophiles. 2017 Mar;21(2):331-343. doi: 10.1007/s00792-016-0905-z. Epub 2016 Dec 20.","Bacior M","Extremophiles","2017","2016/12/22","","","10.1007/s00792-016-0905-z"
"26476701","Insights into the physiological responses of the facultative halophyte Aeluropus littoralis to the combined effects of salinity and phosphorus availability","Talbi Zribi O, Barhoumi Z, Kouas S, Ghandour M, Slama I, Abdelly C.","J Plant Physiol. 2015 Sep 15;189:1-10. doi: 10.1016/j.jplph.2015.08.007. Epub 2015 Sep 28.","Talbi Zribi O","J Plant Physiol","2015","2015/10/19","","","10.1016/j.jplph.2015.08.007"
"21974779","Interactive effects of salinity and phosphorus availability on growth, water relations, nutritional status and photosynthetic activity of barley (Hordeum vulgare L.)","Talbi Zribi O, Abdelly C, Debez A.","Plant Biol (Stuttg). 2011 Nov;13(6):872-80. doi: 10.1111/j.1438-8677.2011.00450.x. Epub 2011 Mar 7.","Talbi Zribi O","Plant Biol (Stuttg)","2011","2011/10/07","","","10.1111/j.1438-8677.2011.00450.x"
"21424516","Characterization of heterotrophic prokaryote subgroups in the Sfax coastal solar salterns by combining flow cytometry cell sorting and phylogenetic analysis","Trigui H, Masmoudi S, Brochier-Armanet C, Barani A, Grégori G, Denis M, Dukan S, Maalej S.","Extremophiles. 2011 May;15(3):347-58. doi: 10.1007/s00792-011-0364-5. Epub 2011 Mar 20.","Trigui H","Extremophiles","2011","2011/03/23","PMC3084946","","10.1007/s00792-011-0364-5"
"27114252","Molecular characterization and growth optimization of halo-tolerant protease producing Bacillus Subtilis Strain BLK-1.5 isolated from salt mines of Karak, Pakistan","Ali N, Ullah N, Qasim M, Rahman H, Khan SN, Sadiq A, Adnan M.","Extremophiles. 2016 Jul;20(4):395-402. doi: 10.1007/s00792-016-0830-1. Epub 2016 Apr 25.","Ali N","Extremophiles","2016","2016/04/27","","","10.1007/s00792-016-0830-1"
"24287927","Influence of N- and/or C-terminal regions on activity, expression, characteristics and structure of lipase from Geobacillus sp. 95","Gudiukaitė R, Gegeckas A, Kazlauskas D, Citavicius D.","Extremophiles. 2014 Jan;18(1):131-45. doi: 10.1007/s00792-013-0605-x. Epub 2013 Nov 28.","Gudiukaitė R","Extremophiles","2014","2013/11/30","","","10.1007/s00792-013-0605-x"
"15480866","A phylogenetic analysis of Wadi el Natrun soda lake cellulase enrichment cultures and identification of cellulase genes from these cultures","Grant S, Sorokin DY, Grant WD, Jones BE, Heaphy S.","Extremophiles. 2004 Oct;8(5):421-9. doi: 10.1007/s00792-004-0402-7. Epub 2004 Jul 28.","Grant S","Extremophiles","2004","2004/10/14","","","10.1007/s00792-004-0402-7"
"26045157","Pyrosequencing-Based Assessment of the Microbial Community Structure of Pastoruri Glacier Area (Huascarán National Park, Perú), a Natural Extreme Acidic Environment","González-Toril E, Santofimia E, Blanco Y, López-Pamo E, Gómez MJ, Bobadilla M, Cruz R, Palomino EJ, Aguilera Á.","Microb Ecol. 2015 Nov;70(4):936-47. doi: 10.1007/s00248-015-0634-3. Epub 2015 Jun 5.","González-Toril E","Microb Ecol","2015","2015/06/06","","","10.1007/s00248-015-0634-3"
"18048917","The voltage-gated Na+ channel NaVBP co-localizes with methyl-accepting chemotaxis protein at cell poles of alkaliphilic Bacillus pseudofirmus OF4","Fujinami S, Sato T, Trimmer JS, Spiller BW, Clapham DE, Krulwich TA, Kawagishi I, Ito M.","Microbiology (Reading). 2007 Dec;153(Pt 12):4027-4038. doi: 10.1099/mic.0.2007/012070-0.","Fujinami S","Microbiology (Reading)","2007","2007/12/01","PMC2556953","NIHMS65825","10.1099/mic.0.2007/012070-0"
"20657662","Intrinsically disordered regions may lower the hydration free energy in proteins: a case study of nudix hydrolase in the bacterium Deinococcus radiodurans","Awile O, Krisko A, Sbalzarini IF, Zagrovic B.","PLoS Comput Biol. 2010 Jul 15;6(7):e1000854. doi: 10.1371/journal.pcbi.1000854.","Awile O","PLoS Comput Biol","2010","2010/07/27","PMC2904767","","10.1371/journal.pcbi.1000854"
"11057912","The intracellular pH of the thermophilic bacterium Thermoanaerobacter wiegelii during growth and production of fermentation acids","Cook GM.","Extremophiles. 2000 Oct;4(5):279-84. doi: 10.1007/s007920070014.","Cook GM","Extremophiles","2000","2000/11/01","","","10.1007/s007920070014"
"26859958","[Redox Status of Extremophilic Yeast Yarrowia Lipolytica During Adaptation to pH-Stress]","Sekova VY, Gessler NN, Isakova EP, Antipov AN, Dergacheva DI, Deryabina YI, Trubnikova EV.","Prikl Biokhim Mikrobiol. 2015 Nov-Dec;51(6):570-7.","Sekova VY","Prikl Biokhim Mikrobiol","2015","2016/02/11","","",""
"10972189","Characterization and comparative study of the rrn operons of alkaliphilic Bacillus halodurans C-125","Nakasone K, Masui N, Takaki Y, Sasaki R, Maeno G, Sakiyama T, Hirama C, Fuji F, Takami H.","Extremophiles. 2000 Aug;4(4):209-14. doi: 10.1007/pl00010713.","Nakasone K","Extremophiles","2000","2000/09/06","","","10.1007/pl00010713"
"16382574","A molecular dynamics study of an archaeal tetraether lipid membrane: comparison with a dipalmitoylphosphatidylcholine lipid bilayer","Nicolas JP.","Lipids. 2005 Oct;40(10):1023-30. doi: 10.1007/s11745-005-1465-2.","Nicolas JP","Lipids","2005","2005/12/31","","","10.1007/s11745-005-1465-2"
"10972188","Bacillus sp. WW3-SN6, a novel facultatively alkaliphilic bacterium isolated from the washwaters of edible olives","Ntougias S, Russell NJ.","Extremophiles. 2000 Aug;4(4):201-8. doi: 10.1007/pl00010712.","Ntougias S","Extremophiles","2000","2000/09/06","","","10.1007/pl00010712"
"11354456","Enzymatic properties of the highly thermophilic and alkaline pectate lyase Pel-4B from alkaliphilic Bacillus sp. strain P-4-N and the entire nucleotide and amino acid sequences","Hatada Y, Kobayashi T, Ito S.","Extremophiles. 2001 Apr;5(2):127-33. doi: 10.1007/s007920100182.","Hatada Y","Extremophiles","2001","2001/05/17","","","10.1007/s007920100182"
"15841343","Natronolimnobius baerhuensis gen. nov., sp. nov. and Natronolimnobius innermongolicus sp. nov., novel haloalkaliphilic archaea isolated from soda lakes in Inner Mongolia, China","Itoh T, Yamaguchi T, Zhou P, Takashina T.","Extremophiles. 2005 Apr;9(2):111-6. doi: 10.1007/s00792-004-0426-z. Epub 2004 Nov 11.","Itoh T","Extremophiles","2005","2005/04/21","","","10.1007/s00792-004-0426-z"
"23708551","High abundance of heterotrophic prokaryotes in hydrothermal springs of the Azores as revealed by a network of 16S rRNA gene-based methods","Sahm K, John P, Nacke H, Wemheuer B, Grote R, Daniel R, Antranikian G.","Extremophiles. 2013 Jul;17(4):649-62. doi: 10.1007/s00792-013-0548-2. Epub 2013 May 26.","Sahm K","Extremophiles","2013","2013/05/28","","","10.1007/s00792-013-0548-2"
"15844013","Pressure-regulated biosynthesis of cytochrome bd in piezo- and psychrophilic deep-sea bacterium Shewanella violacea DSS12","Tamegai H, Kawano H, Ishii A, Chikuma S, Nakasone K, Kato C.","Extremophiles. 2005 Jun;9(3):247-53. doi: 10.1007/s00792-005-0439-2. Epub 2005 Apr 21.","Tamegai H","Extremophiles","2005","2005/04/22","","","10.1007/s00792-005-0439-2"
"20344941","[Isolation, identification and enzyme profiling of an alkaliphilic protease producing bacterium]","Hao J, Xue Y, Ma Y.","Wei Sheng Wu Xue Bao. 2010 Jan;50(1):54-9.","Hao J","Wei Sheng Wu Xue Bao","2010","2010/03/30","","",""
"11057913","Identification of facultatively alkaliphilic Bacillus sp. strain YN-2000 and its fatty acid composition and cell-surface aspects depending on culture pH","Yumoto I, Yamazaki K, Hishinuma M, Nodasaka Y, Inoue N, Kawasaki K.","Extremophiles. 2000 Oct;4(5):285-90. doi: 10.1007/s007920070015.","Yumoto I","Extremophiles","2000","2000/11/01","","","10.1007/s007920070015"
"22260050","[Purification and characterization of mannanase from an alkaliphilic mannanase producing bacterium HMTS15]","Liao T, Zhai L, Gao C, Xue Y, Ma Y.","Wei Sheng Wu Xue Bao. 2011 Nov 4;51(11):1520-6.","Liao T","Wei Sheng Wu Xue Bao","2011","2012/01/21","","",""
"17406782","Kinetics of salt-dependent unfolding of [2Fe-2S] ferredoxin of Halobacterium salinarum","Bandyopadhyay AK, Krishnamoorthy G, Padhy LC, Sonawat HM.","Extremophiles. 2007 Jul;11(4):615-25. doi: 10.1007/s00792-007-0075-0. Epub 2007 Apr 4.","Bandyopadhyay AK","Extremophiles","2007","2007/04/05","","","10.1007/s00792-007-0075-0"
"16932842","Tindallia texcoconensis sp. nov., a new haloalkaliphilic bacterium isolated from lake Texcoco, Mexico","Alazard D, Badillo C, Fardeau ML, Cayol JL, Thomas P, Roldan T, Tholozan JL, Ollivier B.","Extremophiles. 2007 Jan;11(1):33-9. doi: 10.1007/s00792-006-0006-5. Epub 2006 Aug 24.","Alazard D","Extremophiles","2007","2006/08/26","","","10.1007/s00792-006-0006-5"
"19779762","Bacterial dissimilatory MnO(2) reduction at extremely haloalkaline conditions","Sorokin DY, Muyzer G.","Extremophiles. 2010 Jan;14(1):41-6. doi: 10.1007/s00792-009-0283-x. Epub 2009 Sep 25.","Sorokin DY","Extremophiles","2010","2009/09/26","PMC2797408","","10.1007/s00792-009-0283-x"
"24726350","Substrate water exchange in photosystem II core complexes of the extremophilic red alga Cyanidioschyzon merolae","Nilsson H, Krupnik T, Kargul J, Messinger J.","Biochim Biophys Acta. 2014 Aug;1837(8):1257-62. doi: 10.1016/j.bbabio.2014.04.001. Epub 2014 Apr 12.","Nilsson H","Biochim Biophys Acta","2014","2014/04/15","","","10.1016/j.bbabio.2014.04.001"
"18957864","Rapid access to genes of biotechnologically useful enzymes by partial genome sequencing: the thermoalkaliphile Anaerobranca gottschalkii","Antranikian G, Ruepp A, Gordon PM, Ballschmiter M, Zibat A, Stark M, Sensen CW, Frishman D, Liebl W, Klenk HP.","J Mol Microbiol Biotechnol. 2009;16(1-2):81-90. doi: 10.1159/000142896. Epub 2008 Oct 29.","Antranikian G","J Mol Microbiol Biotechnol","2009","2008/10/30","","","10.1159/000142896"
"11747292","Phase transitions and hydrogen bonding in a bipolar phosphocholine evidenced by calorimetry and vibrational spectroscopy","Pohle W, Selle C, Rettig W, Heiser U, Dobner B, Wartewig S.","Arch Biochem Biophys. 2001 Dec 15;396(2):151-61. doi: 10.1006/abbi.2001.2593.","Pohle W","Arch Biochem Biophys","2001","2001/12/19","","","10.1006/abbi.2001.2593"
"11778838","Expression of the 2,4-D degradative pathway of pJP4 in an alkaliphilic, moderately halophilic soda lake isolate, Halomonas sp. EF43","Kleinsteuber S, Müller RH, Babel W.","Extremophiles. 2001 Dec;5(6):375-84. doi: 10.1007/s007920100202.","Kleinsteuber S","Extremophiles","2001","2002/01/10","","","10.1007/s007920100202"
"7908011","Relevance of sequence statistics for the properties of extremophilic proteins","Böhm G, Jaenicke R.","Int J Pept Protein Res. 1994 Jan;43(1):97-106. doi: 10.1111/j.1399-3011.1994.tb00380.x.","Böhm G","Int J Pept Protein Res","1994","1994/01/01","","","10.1111/j.1399-3011.1994.tb00380.x"
"9672682","Studies on the respiratory system in alkaliphilic Bacillus; a proposed new respiratory mechanism","Higashibata A, Fujiwara T, Fukumori Y.","Extremophiles. 1998 May;2(2):83-92. doi: 10.1007/s007920050046.","Higashibata A","Extremophiles","1998","1998/07/22","","","10.1007/s007920050046"
"10741831","An archaeal chaperonin-based reactor for renaturation of denatured proteins","Cerchia L, Rossi M, Guagliardi A.","Extremophiles. 2000 Feb;4(1):1-7. doi: 10.1007/s007920050001.","Cerchia L","Extremophiles","2000","2000/03/31","","","10.1007/s007920050001"
"17673945","Microbial formation of lanthanide-substituted magnetites by Thermoanaerobacter sp. TOR-39","Moon JW, Roh Y, Yeary LW, Lauf RJ, Rawn CJ, Love LJ, Phelps TJ.","Extremophiles. 2007 Nov;11(6):859-67. doi: 10.1007/s00792-007-0102-1. Epub 2007 Aug 3.","Moon JW","Extremophiles","2007","2007/08/04","","","10.1007/s00792-007-0102-1"
